X,Результат модуля (X)
-3.141592653589793,NaN
-3.041592653589793,-10.015377601466767
-2.941592653589793,-5.03328897464903
-2.841592653589793,-3.383809290591334
-2.7415926535897928,-2.5679142247884634
-2.6415926535897927,-2.085822740745601
-2.5415926535897926,-1.7710294022152384
-2.4415926535897925,-1.5523115541702648
-2.3415926535897924,-1.394027167767129
-2.2415926535897923,-1.2766154338573033
-2.1415926535897922,-1.1883995295575462
-2.041592653589792,-1.1220754407340288
-1.941592653589792,-1.0729173896369815
-1.841592653589792,-1.0378205226517858
-1.7415926535897919,-1.0147537932725652
-1.6415926535897918,-1.0025055303509516
-1.5415926535897917,-1.0004236929069295
-1.4415926535897916,-1.008403844088004
-1.3415926535897915,-1.0268540209482906
-1.2415926535897914,-1.0567469343747562
-1.1415926535897913,-1.0997500413407537
-1.0415926535897913,-1.1584727881357686
-0.9415926535897913,-1.236866314313707
-0.8415926535897913,-1.3410135283219125
-0.7415926535897913,-1.4804660034591859
-0.6415926535897913,-1.6709216867667809
-0.5415926535897914,-1.9398590887188984
-0.4415926535897914,-2.339838748522638
-0.3415926535897914,-2.98517926265532
-0.2415926535897914,-4.179739870030019
-0.1415926535897914,-7.086167384372619
-0.04159265358979139,-24.04964090226688
0.058407346410208616,17.130872356743122
0.15840734641020862,6.3393172300789145
0.2584073464102086,3.913264568349026
0.35840734641020866,2.8507622147406932
0.45840734641020864,2.2597826172956927
0.5584073464102086,1.8873760209426336
0.6584073464102086,1.6343666055688535
0.7584073464102086,1.4539830398915472
0.8584073464102085,1.3213499183164092
0.9584073464102085,1.2220826723370104
1.0584073464102086,1.147347113545276
1.1584073464102087,1.091505177430902
1.2584073464102088,1.050859073169375
1.3584073464102089,1.0229856306772749
1.458407346410209,1.0063474635796583
1.558407346410209,1.0000734999612597
1.6584073464102091,1.0038436842357328
1.7584073464102092,1.0178481514115116
1.8584073464102093,1.0428357546133313
1.9584073464102094,1.0801309170064313
2.0584073464102093,1.1319224087453827
2.1584073464102094,1.2015418533503253
2.2584073464102095,1.2940657619831746
2.3584073464102095,1.4173753729269452
2.4584073464102096,1.5841635883621146
2.5584073464102097,1.815915140543512
2.65840734641021,2.1523709743308315
2.75840734641021,2.674657158373736
2.85840734641021,3.578833489669274
2.95840734641021,5.4893441634866065
3.05840734641021,12.033178044619012
